"","Coauthor","Paper","Journal","AuthorID","PaperID"
"5529","CEPriebe;MIMiller;JTRatnanather","Segmenting Magnetic Resonance Images via hierarchical Mixture Modellling,","Journal of the American Statistical Association",309,5529
"5530","RRabbitt;JWiess;GEChristensen;MIMiller","Mapping of Hyperelastic Deformable Templates,","Proceedings of SPIE The International Society for Optical Engineering s Geometric Methods Applied Imaging San Diego Computer Animation",309,5530
"5531","JTRatnanather;CJing;MIMiller","Computational Anatomy of the Brain,","National Partnership for Advanced Computational Infrastructure All Hands Meeting San Diego Supercomputer Center",309,5531
"5532","JTRatnanather;PEBarta;NAHoneycutt;NGLee;HMMorris;ACDziorny;MKHurdal;GDPearlson;MIMiller","Dynamic programming generation of boundaries of local coordinatized submanifolds in the neocortex: application to the Planum Temporale ,","Neuroimage",309,5532
"5533","DRFuhrmann;MIMiller","On the Singularity of Maximum-Likelihood Estimates of Structured Covariance Matrices,","Proc st Annu Conf Inform Sci and Syst",309,5533
"5534","JoanGlaun������s;MarcVaillant;MichaelIMiller","Landmark Matching via Large Deformation Diffeomorphisms on the Sphere,","Journal of Mathematical Imaging and Vision special issue of Mathematics and Image Analysis",309,5534
"5535","UlfGrenander;MichaelIMiller","Computational Anatomy: An Emerging Discipline,","Quarterly of Applied Mathematics LVI",309,5535
"5536","UGrenander;MIMiller","Computational Anatomy: An Emerging Discipline,","feature article Statistical Computing and Graphics Newsletter",309,5536
"5537","JTRatnanather;KNBotteron;TNishino;ABMassie;RMLal;SGPatel;SPeddi;RDTodd;MIMiller","Validating Cortical Surface Analysis of Medial Prefrontal Cortex,","NeuroImage",309,5537
"5538","UlfGrenander;MIMiller;GEChristensen","Deformable Anatomical Data Bases Using Global Shape Models: a Position Paper for the Electronic Imaging of the Human Body Workshop,","Proceedings of the Cooperative Working Group Whole Body D Electronic Imaging of the Human Body",309,5538
"5539","BRoysam;MIMiller","Combining Stochastic and Syntactic Processing with Analog Computation Methods,","Digital Signal Process A Review Journal ed J",309,5539
"5540","UGrenander;MIMiller;ASrivastava","Hilbert-Schmidt Lower Bounds for Estimators on Matrix Lie Groups for ATR,","IEEE Trans Pattern Analysis and Machine Intelligence",309,5540
"5541","BRoysam;MIMiller","Grammars and Bayes Priors for Hierarchial Image Processing on Massively Parallel Processors,","Proc Allerton Conf",309,5541
"5542","UlfGrenander;MichaelIMiller","Representation of Knowledge In Complex Systems with discussion section ,","Journal of the Royal Statitical Society",309,5542
"5543","TJSchaewe;MIMiller","Parallel Algorithms for Maximum A-Posterori Estimation of Spin Density and Spin-Spin Decay in Magnetic Resonance Imaging,","IEEE Trans Med Imag",309,5543
"5544","UlfGrenander;ASrivastava","Asymptotic Performance Analysis of Bayesian Object Recognition,","IEEE Transactions Information Theory pages",309,5544
"5545","RMSchmich;MIMiller","Stochastic Models of the Fast and Slow Components of Synaptic Recovery and Post-Synaptic Action Potential Generation,","Proc Assoc for Res Otolaryngology th Midwinter Meeting p",309,5545
"5546","JHaller;GEChristensen;MIMiller;MGado;DWMcKeel;JGCsernansky;MWVannier","A Comparison of Automated and Manual Segmentation of Hippocampus MR Images,","SPIE The International Society for Optical Engineering Proceedings of the Conference Medical Imaging San Diego",309,5546
"5547","RMSchmich;MIMiller","Stochastic Intensity of Hodgkin-Huxley-Based Spike Generation Models,","Proc Assoc for Res Otolaryngology th Midwinter Research Meeting",309,5547
"5548","RMSchmich;MIMiller","Stochastic Intensity of Neural Spike Discharge Based on Active Channel Dynamics,","Computational Neuroscience Academic Press",309,5548
"5549","JHaller;GEChristensen;SCJoshi;MGado;MIMiller;MWVannier","Functional and structural mapping of human cerebral cortex: Solutions are in the surfaces,","Y Bizais C Braillot and R Di Paola editors Information Processing Medical Imaging th International Conference Kluwer Academic Publishers Precision and Accuracy of a High Dimensional Transformation and Segmentation of MR Images of the Hippocampus",309,5549
"5550","RobertMSchmich;MichaelIMiller","Stochastic Threshold Characterization of the Intensity of Active Channel Dynamical Action Potential Generation,","The American Physiological Society",309,5550
"5551","EliShusterman;MichaelIMiller;BixioRimoldi","Rate-Distortion Theoretic Codebook Design for Automatic Object Recognition,","IEEE Transactions Information Theory pages",309,5551
"5552","KurtRSmith","Bayesian Inference of Regular Grammar and Markov Source Models ","NIPS Neural Information Processing Systems",309,5552
"5553","JWHaller;ABanerjee;GEChristensen;AZSnyder;MIMiller;MERaichle","High Dimensional Transformation of PET and MRI to Atlas Space,"," Intl Conf Functional Mapping of the Human Brain",309,5553
"5554","JHaller;GEChristensen;SCJoshi;JWNewcomer;MIMiller;JGCsernansky;MWVannier","Hippocampal MR Imaging Morphometry By Means of General Pattern Matching,","Radiology",309,5554
"5555","JHaller;GEChristensen;SCJoshi;MIMiller;MGado;JCsernansky;MWVannier","MRI Segmentation Using High Dimensional Transformations of a Digital Atlas,","Poster at American of Neuropsychopharmacology Conference San Juan Puerto Rico",309,5555
"5556","RobertEHogan;KevinEMark;LeiWang;SarangJoshi;MichaelIMiller;RichardDBucholz","MR Imaging Deformation-Based Segmentation of the Hippocampus in Patients with Mesial Temporal Sclerosis and Temporal Lobe Epilepsy,","Epilepsia Suppl page",309,5556
"5557","DLSnyder;MIMiller;TJSchulz","Constrained Probability-Density Estimation from Noisy Data,","Proc Annu Conf Inform Sci and Syst",309,5557
"5558","REHogan;KEMark;LWang;SJoshi;MIMiller;RDBucholz","Mesial Temporal Sclerosis and Temporal Lobe Epilepsy: MR Imaging Deformation-based Segmentation of the Hippocampus in Five Patients,","Radiology",309,5558
"5559","DonaldSnyder;DGPolitte;MIMiller","A Case Study in Statistical Image Processing: Positron Emission Tomography, - ","Spatial Statistics and Imaging A Possolo Ed Monograph Series Institute of Mathematical Statistics Computer Animation",309,5559
"5560","SJacobs;JosephAO'Sullivan;MFaisal;ASrivastava;DLSnyder;MIMiller","Automatic Target Recognition Using Sequences of High Resolution Radar Range Profiles,","ESSRL Monograph number ESSRL",309,5560
"5561","DLSnyder;MIMiller;LJThomas;;DGPolitte","Noise and Edge Artifacts in Maximum-Likelihood Reconstruction for Emission Tomography,","IEEE Trans Med Imag",309,5561
"5562","AvinashJain;KannanRamchandran;PierreMoulin","Information-Theoretic Bounds on Target Recognition Performance Based on Degraded Image Data ","IEEE Transactions Pattern Analysis and Machine Intelligence",309,5562
"5563","DLSnyder;MIMiller","Random Point Processes in Time and Space,"," ed New Springer Verlag",309,5563
"5564","AJain;PMoulin;MIMiller;KRamchandran","Information-Theoretic Bounds on Target Recognition Performance Based on Degraded Image Data,","IEEE Transactions Pattern Analysis and Machine Intelligence pages",309,5564
"5565","DLSnyder;MIMiller","Estimation Under Quantum-Limited Conditions,","Topical Meeting Quantum Limited Imaging and Image Process Technical Digest Opt Soc Am",309,5565
"5566","DLSnyder;MIMiller","The Use of Grenander's Sieves in Quantum-Limited Imaging,","Proc th Annu Allerton Conf Commun Contr and Computing p",309,5566
"5567","AvinashJain;PMoulin;MIMiller;KRamchandran","Performance Bounds for ATR based on Compressed Data,","Proc th Army Compression Workshop",309,5567
"5568","DonaldSnyder;JAO'Sullivan;MIMiller","The Use of Maximum-Likelihood Estimation for Forming Images of Diffuse Radar-Targets from Delay-Doppler Data,","IEEE Trans Inform Theory",309,5568
"5569","DCVanEssenHDrurySJoshi;MIMiller","Functional and Structural Mapping of Human Cerebral Cortex: Solutions Are In the Surfaces,","Proceedings of the National Academy of Science",309,5569
"5570","DLSnyder;MIMiller","The Use of Sieves to Stabilize Images Produced with the EM Algorithm for Emission Tomography,","IEEE Trans Nucl Sci",309,5570
"5571","ASrivastava;MIMiller;UGrenander","Bayesian Automated Target Recognition"," Handbook of Video and Image Processing editor Alan Bovik",309,5571
"5572","AnujSrivastava;UlfGrenander","Hilbert-Schmidt Lower Bounds for Estimators on Matrix Lie Groups for ATR ","IEEE Transactions Pattern Analysis and Machine Intelligence",309,5572
"5573","SJoshi;MIMiller;GEChristensen;ABanerjee;TCoogan;UGrenander","Hierarchical Brain Mapping via A Generalized Dirichlet Solution for Mapping Brain Manifolds,","Vision Geometry IV Proceedings of the SPIE The International Society for Optical Engineering s International Symposium Optical Science Engineering and Instrumentation San Diego Computer Animation",309,5573
"5574","SJoshi;MIMiller","Landmark Matching Via Large Deformation Diffeomorphisms,","IEEE Transactions Image Processing pages",309,5574
"5575","SJoshi;MIMiller","Maximum a Posteriori estimation with Good's Roughness for Optical Sectioning Microsopy,","Optical Society of America A",309,5575
"5576","SJoshi;JWang;MIMiller;DCVanEssen;UGrenander","On the Differential Geometry of the Cortical Surface,","Vision Geometry IV Proceedings of the SPIE The International Society for Optical Engineering s International Symposium Optical Science Engineering and Instrumentation San Diego Computer Animation",309,5576
"5577","ASrivastava;UGrenander;GRJensen;MIMiller","Jump-Diffusion Markov Processes on Orthogonal Groups for Object Recognition,","Journal of Statistical Planning and Inference Issues pages",309,5577
"5578","SJoshi;MichaelIMiller;UlfGrenander","On the Geometry and Shape of Brain Sub-Manifolds,","International Journal of Pattern Recognition and Artificial Intelligence",309,5578
"5579","ASrivastava;MIMiller;UGrenander","Jump-Diffusion Processes on Matrix Lie Groups for Bayesian Inference,","IEEE HOS Workshop",309,5579
"5580","NKaramanos;MIMiller","A New Method for Estimating Stimulus and Refractory Related Functions from Auditory-Nerve Discharges,","Basic Issues Hearing ed H Duifhuis et Academic Press",309,5580
"5581","ASrivastava;MIMiller;UGrenander","Lie Group Parameterization for Dynamics Based Prior In ATR,","Sixth Digital Signal Processing Workshop",309,5581
"5582","NKhaneja;UlfGrenander","Dynamic Programming Generation of Curves on Brain Surfaces ","IEEE Transactions Pattern Analysis and Machine Intelligence",309,5582
"5583","ASrivastava;MIMiller;UGrenander","Multiple Target Direction of Arrival Tracking,","IEEE Transactions Signal Processing",309,5583
"5584","ASrivastava;MCooper;UGrenander","Multi-Sensor Fusion and Performance Analysis of ATR,","Proc FUSION",309,5584
"5585","NKhaneja;MIMiller;UGrenander","Dynamic Programming Generation of Geodesics and Sulci on Brain Surfaces,","IEEE Trans Pattern Analysis and Machine Intelligence",309,5585
"5586","AnujSrivastava;AaronDLanterman;UlfGrenander;MarcLoizeaux;MichaelIMiller","Monte Carlo Techniques for Automated Target Recognition,","Sequential Monte Carlo Methods Practice eds Arnaud Doucet Nando Freitas Neil Gordon Springer Verlag",309,5586
"5587","JKostakis;MatthewCooper;ThomasJGreen;;MichaelIMiller;JosephAO'Sullivan;JeffreyHShapiro;DonaldLSnyder","Multispectral Active-Passive Sensor Fusion for Ground-Based Target Orientation Estimation,","Proc SPIE The International Society for Optical Engineering Automatic Target Recognition VIII Ed Firooz A Sadjadi",309,5587
"5588","ASrivastava;MIMiller;UGrenander","Ergodic Algorithms on Special Euclidean Groups for ATR,","Syst and Contr the st Century Birkha ser",309,5588
"5589","JosephKostakis;MatthewCooper;ThomasJGreen;;MichaelIMiller;JosephAO'Sullivan;DonaldLSnyder","Multispectral Sensor Fusion for Ground-Based Target Orientation Estimation: FLIR, LADAR, HRR,","Proc SPIE The International Society for Optical Engineering Automatic Target Recognition IX Ed Firooz A Sadjadi",309,5589
"5590","ASrivastava;MIMiller;UlfGrenander","Ergodic Algorithms on Special Euclidean Groups for ATR,","Proceedings MTNS Publisher Birkhauser",309,5590
"5591","MJTurmon;MIMiller","Maximum-Likelihood Estimation of Complex Sinusoids and Toeplitz Covariances,","IEEE Trans Signal Process",309,5591
"5592","MJTurmon;MIMiller","Simulation Results for Maximum-Likehood Estimation of Toeplitz Constrained Covariances,","Proc st Annu Conf Inform Sci and Syst p",309,5592
"5593","MFBeg;GBhanot;MIMiller;JTRatnanather;RWalkup;LYounes","Computing Geodesic Distances on Anatomies,","NPACI All Hands Meeting UCSD Supercomputer Center",309,5593
"5594","MFaisalBeg;MichaelIMiller;AlainTrouve;LaurentYounes","Computing Metrics via Geodesics on Flows of Diffeomorphisms,","International Journal of Computer Vision",309,5594
"5595","MFaisalBeg;MichaelMiller;AlainTrouve;LaurentYounes","Computational Anatomy: Computing Metrics on Anatomical Shapes,"," IEEE Symposium Biomedical Imaging",309,5595
"5596","MFaisalBeg;DmitryBitouk;MichaelIMiller;LaurentYounes","Metrics for Computational Anatomy and Image Analysis,","NPACI All Hands Meeting San Diego SuperComputing Center UCSD",309,5596
"5597","MFBeg;AMajethia;MBrowne;THKaiser;MMartone;KFWong;ABMassie;JHomer;JTRatnanather;MIMiller","Enhancing tools to manipulate anatomical images: a step towards a deferated neuroscience image database,","NPACI All Hands Meeting San Diego Supercomputer Center Jolla Computer Animation",309,5597
"5598","ALanterman;MIMiller;DLSnyder","Automatic Target Recognition via the Simulation of Infrared Scenes,","Proc of the Sixth Annual Ground Target Modeling and Validation Conference Keweenaw Research Center Tech Univ",309,5598
"5599","LEBergeron;AJGoldberg;SYKwon;MIMiller","A Robust Adaptive Transform Coder for Kb/s Speech Transmission,","Proc Intl Conf Acoust Speech Signal Process",309,5599
"5600","MLoizeaux;ASrivastava;MIMiller","Estimation of Pose and location of Ground-Targets for ATR,","Proceedings SPIE The International Society for Optical Engineering the International Society fo rOptical Engineering X Issue",309,5600
"5601","DmitriBitouk;MichaelIMiller;Laurentyounes","Clutter Metrics for ATR,","IEEE Transactions Pattern Analysis and Machine Intelligence",309,5601
"5602","KEMark;MIMiller","Bayesian Model Selection and Minimum Description -D Length Estimation of Auditory-Nerve Discharge Rates,","J Acoust Soc Am",309,5602
"5603","DmitriBitouk;UlfGrenander;MichaelIMiller;ParitoshTyagi","Fisher information in transported generator clutter models,","AeroSense Automatic Target Recognition XI SPIE The International Society for Optical Engineering Proceedings",309,5603
