"Coauthor","Paper","Journal","AuthorID","PaperID"
"","``Least squares approach for predictive coding of -D images,''","Proc of IEEE Int Conf Image Processing Lausanne II","57","961"
"","``Image sequence coding using temporally segmented motion interpolation based on temporal masking in human visual system,'' Communications, Taejon, Korea, - , Aug - , ","","57","962"
"BWDickinson","``Multiresolution video indexing for subband coded video databases,''","Proc of Conf Storage and Retrieval for Image and Video Databases IS Electronic Imaging San Jose","57","963"
"BWDickinson","``Motion compensated subband coding with scene adaptivity,''","Proc of Conf Image and Video Compression IS Electronic Imaging San Jose","57","964"
"","``Motion interpolation using optimally spaced temporal segmentation based on temporal masking in human visual system,'' Image and Multidimensional Signal Processing, Cannes, France, - , Sep - , ","","57","965"
"","``New MPEG- rate control algorithms based on motion estimation statistics,''","Proc of Visual Communication and Image Processing IS T Electronic Imaging San Jose","57","966"
"","``New predictive coding approach for multispectral imagery compression,''","Proc of Satellite Remote Sensing II","57","967"
"BIPark;MCShin;ICPark;CMKyung","Radix- multiplier with regular layout structure,","Electronics Letters P","58","968"
"Young-DonBae;Seong-IlPark;In-CheolPark","A Single-Chip Programmable Platform Based on a Multithreaded Processor and Configurable Logic Clusters,","IEEE Journal of Solid State Circuits","58","969"
"YDChoi;ICPark;CMKyung","CLASSIC : An O n -Heuristic Algorithm for Microcode Bit Optimization Based on Incompleteness Relations,","IEICE Transactions Fundamentals of Electronics Communications and Computer Sciences","58","970"
"HChoi;JSKim;CWYoon;ICPark;CMKyung","Synthesis of Application Specific Instructions for Embedded DSP Software,"," IEEE Transactions Computers","58","971"
"JSYim;CJPark;ICPark;CMKyung","Design Verification of Complex Microprocessor,","Journal of Circuits Systems and Computers P","58","972"
"JSYim;ICPark;CMKyung","Datapath layout optimization using genetic algorithm and simulated annealing,","IEE Proceedings Computers and Digital Techniques P","58","973"
"JSYim;ICPark;CMKyung","SEWD:A Cache Architecture to Speed up the Misaligned Instruction Prefetch, E -D,","IEICE Transactions Information and Systems P","58","974"
"Hyeong-JuKang;In-CheolPark","FIR-Filter Synthesis Algorithms for Minimizing the Delay and the Number of Adders,","IEEE Transations Circuits and Systems II Analog and Digital Signal Processing","58","975"
"Hyeong-JuKang;In-CheolPark","SAT-Based Unbounded Symbolic Model Checking,","IEEE Transactions Computer Aided Design of Integrated Circuits and Systems","58","976"
"HKim;JYKim;SHHwang;ICPark;CMKyung","Digital Signal Processor with Efficient RGB Interpolation and Histogram Accumulation,","IEEE Transactions Consumer Electronics P","58","977"
"HannsooKim;In-CheolPark","High-Performance and Low-Power Memory Interface Architecture,","IEEE Transactions Circuits and Systems for Video Technology Novemver","58","978"
"Byoung-WoonKim;Chan-SooHwang;Chang-HoRyu;Chong-MinKyung;Dae-HyunLee;Hyun-DhongYoon;In-CheolPark;In-HyungKim;Jae-YeolKim;Jang-HoCho;Jin-HyukYang;Jong-SunKim;Jun-SungKim;Kun-MooLee;Kwang-IlPark;KyuHoPark;Sang-JunNam;SeungHoHwang;Sung-WonSeo;Yong-HoonLee;Young-SuKwon","MetaCore: An Application Specific DSP Development System ","DAC Design Automation Conference","58","979"
"S-YKim;HKim;I-CPark","Path Metric Memory Management For Minimising Interconnections In Viterbi Decoders,","Electronics Letters","58","980"
"HKim;ICPark","Array address translation for SDRAM-based video processing applications,","Electronics Letters","58","981"
"YSKwon;ICPark;CMKyung","A New Single-Clock Flip-Flop for Half-Swing Clocking,","IEICE Transactions Funmentals of Electronics Communications and Computer Sciences","58","982"
"SJKyung;KSSeong;ICPark;CMKyung","A Hierarchical Circuit Clustering Algorithm with Stable Performance,","IEICE Transactions Fundamentals of Electronics Communications and Computer Sciences","58","983"
"Chong-MinKyung;HoonChoi;In-CheolPark;JuHwanYi","Exploiting Intellectual Properties in ASIP Designs for Embedded DSP Software ","DAC Design Automation Conference","58","984"
"Sung-WonLee;In-CheolPark","Quadrature direct digital frequency synthesis using fine-grain angle rotation technique,","IEEE Electronics Letters","58","985"
"SWLee;ICPark","Low-power variable length decoder considering successive codewords,","Electronics Letters","58","986"
"Sung-WonLee;In-CheolPark","A Low-Power Variable Length Decoder for MPEG- Based on Successive Decoding of Short Codewords,","IEEE Transactions Circuits and Systems II Analog and Digital Signal Procesing p","58","987"
"Jong-YeolLee;In-CheolPark","Loop and Address Code Optimication for Digital Signal Processors,","IEICE Transactions Fundamentals E A p","58","988"
"Jong-YeolLee;In-CheolPark","Loop and Address Code Optimication for DSP Instruction-Set Architectures,","ACM Transactions Design Automation of Electronic Systems p","58","989"
"Jong-YeolLee;In-CheolPark","Performance Enhancement of Embedded Software Using Register Promotion,","IEICE","58","990"
"Jong-YeolLee;In-CheolPark","Timed Compiled-Code Functional Simulation of Embedded Software for Performance Analysis of SOC Design,","IEEE Transactions Computer Aided Design of Integrated Circuits and Systems p","58","991"
"SJNam;ICPark;CMKyung","Improving Dictionary-based Code Compression in VLIW Architectures,","IEICE Transactions Fundamentals of Electronics Communications and Computer Science","58","992"
"In-CheolPark;Hyeong-JuKang","Digital Filter Synthesis Based on an Algorithm to Generate All Minimal signed Digit Representations,","IEEE Transactions Computer Aided Design of Integrated Circuits and Systems p","58","993"
"Seong-IlPark;In-CheolPark","A Fast Three-Step Half-Pel Motion Estimation Algorithm Using Enlarged Half-Pel Search Window,","IEEE Trans Circuits and Systems for Video Technology","58","994"
"Seong-IlPark;YongseokYi;In-CheolPark","High Performance Memory Mode Control for HDTV Decoders,","IEEE Trans Consumer Electronics","58","995"
"SICPark;CMKyung","Path-based Branch Prediction using Signature Analysis,","Microprocessors and Microsystems","58","996"
"In-CheolPark","Timed compiled-code simulation of embedded software for performance analysis of SOC design ","DAC Design Automation Conference","58","997"
"SJNam;ICPark;CMKyung","Fast Precise Interrupt Handling without Associative Searching in Multiple Out-Of-Order Issue Processors,","IEICE Transactions Information and Systems E D P","58","998"
"Myoung-CheolShin;In-CheolPark","Processor-Based Turbo Interleaver for multiple Third-Generation Wireless Standars,","IEEE Communications Letters p","58","999"
"Myoung-CheolShin;In-CheolPark","SIMD Processor-Based Turbo Decoder Supporting Multiple Third-Generation Wireless Standards,","IEEE Tansactions Very Large Scale Integration Systems","58","1000"
"JHYang;BWKim;SJNam;YSKwon;DHLee;YHLee;SHHwang;ICPark;CMKyung","MetaCore : An Application-Specific DSP Development System,","IEEE Transactions Very Large Scale Integration Systems","58","1001"
"JHYang;ICPark;CMKyung","Path-Classified Trace Cache for Improving Hit Ratio in Wide-Issue Processor,","IEICE Transactions Information and Systems","58","1002"
"YongseokYi;In-CheolPark","A Fixed-Point Mpeg Audio Processor Operationg at Low Frequency,","IEEE Transactions Consumer Electronics","58","1003"
"HyungLee-Kwang","Fuzzy Identification of Unknown Systems Based on GA ","SEAL Simulated Evolution and Learning","59","1004"
"HyungLee-Kwang","Comparison of fuzzy values on a continuous domain ","Fuzzy Sets and Systems","59","1005"
"HyungLee-Kwang","Distributed and cooperative fuzzy controllers for traffic intersections group ","IEEE Transactions Systems Man and Cybernetics Part C","59","1006"
"TDunigan;MMathis;BTierney","A TCP Tuning Daemon"," Proceeding of IEEE Supercomputing Conference LBNL","5","1007"
"DGunter;BTierney;KJackson;MStoufer","Dynamic Monitoring of High-Performance Distributed Applications"," Proceedings of the th IEEE Symposium High Performance Distributed Computing HPDC High Performance Distributed Computing Symposium Edinburgh Scotland LBNL","5","1008"
"DGunter;BTierney;CETull;VVirmani","On-Demand Grid Application Tuning and Debugging with the NetLogger Activation Service,"," th International Workshop Grid Computing Grid LBNL","5","1009"
"DGunter;BTierney;BCrowley;MHolding","NetLogger: A Toolkit for Distributed System Performance Analysis","Proceedings of the IEEE Mascots Conference Mascots LBNL","5","1010"
"AlexSim;AnnLChervenak;ArieShoshani;BillAllcock;BobDrach;CarlKesselman;DeanWilliams;DonMiddleton;EwaDeelman;IanTFoster;VeronikaNefedova","High-performance remote access to climate simulation data: a challenge problem for data grid technologies ","Parallel Computing","5","1011"
"DGunter;BTierney","NetLogger: A Toolkit for Distributed System Tuning and Debugging"," Proceedings of The th IFIP International Federation for Information Processing IEEE International Symposium Integrated Network Management Springs LBNL","5","1012"
"BTierney;WJohnston","A Cache-based Data Intensive Distributed Computing Architecture for Grid Applications"," CERN School of Computing","5","1013"
"GJin;GYang;BCrowley;DAgarwal","Network Characterization Service NCS "," Proceedings of the th IEEE Symposium High Performance Distributed Computing HPDC High Performance Distributed Computing Symposium LBNL","5","1014"
"BrianTierney;GuojunJin;MaryRThompson;WilliamEJohnston","Distributed Large Data-Object Management Architecture ","Storage and Retrieval for Image and Video Databases SPIE The International Society for Optical Engineering","5","1015"
"GJin;BTierney","Netest: A Tool to Measure Maximum Burst Size"," Available Bandwidth and Achievable Throughput Proceedings of the International Conference Information Technology New LBNL","5","1016"
"BrianTierney;GaryHoo;GuojunJin;HananHerzog;LingTonyChen;WilliamEJohnston","Distributed Parallel Data Storage Systems: A Scalable Approach to High Speed Image Servers ","ACM Multimedia","5","1017"
"GJin;BTierney","System Capability Effects on Algorithms for Network Bandwidth Measurement"," slices Proceedings of the Internet Measurement Conference Beach LBNL","5","1018"
"BTierney","Using NetLogger and Web for TCP Analysis"," Invited Paper First International Workshop Protocols for Fast Long Distance Networks LBNL","5","1019"
"BrianTierney;WilliamEJohnston","Data Intensive Distributed Computing; A Medical Application Example ","HPCN European International Conference High Performance Computing and Networking Europe","5","1020"
"WJohnston;BTierney;CTull","Directions and Issues for High Data Rate Wide Area Network Environments"," Proceedings of the Computers High Energy Physics Conference CHEP LBNL viewgraphs","5","1021"
"BTierney;WJohnston;HHerzog;GHoo;GJin","System Issues in Implementing High Speed Distributed Parallel Storage Systems"," Proceedings of the USENIX the Advanced Computing Systems Association Symposium High Speed Networking LBL","5","1022"
"BTierney;WJohnston;MThompson","A Data Intensive Distributed Computing Architecture for Grid Applications"," Future Generation Computer Systems an Elsevier Journal","5","1023"
"WJohnston;JGuojun;GHoo;CLarsen;BTierney;MThompson","Distributed Environments for Large Data-Objects: Broadband Networks and a New View of High Performance, Large-Scale Storage-Based Applications"," Presented at Internetworking LBNL","5","1024"
"BTierney","TCP tuning Guide for Distributed Applications on Wide Area Networks"," Usenix login Journal p LBNL","5","1025"
"BrianTierney;DanGunter;KeithJackson;MartinStoufer","Dynamic Monitoring of High-Performance Distributed Applications ","HPDC High Performance Distributed Computing Symposium","5","1026"
"DAgarwal;JMGonzález;GJin;BTierney[","An Infrastructure for Passive Network Monitoring of Application Data Streams"," Passive and Active Measurement Workshop San Diego Computer Animation LBNL","5","1027"
"BTierney;WJohnston;LTChen;HHerzog;GHoo","The Image Server System: A High-Speed Parallel Distributed Data Server"," LBL Presented at the MAGIC Gigabit Network Testbed Symposium","5","1028"
"BrianTierney;DanGunter;MartinStoufer","Monitoring data archives for grid environments ","Supercomputing","5","1029"
"BAllcock;IFoster;VNefedova;AChervenak;EDeelman;CKesselman;ASim;AShoshani;BDrach;DWilliams","High-Performance Remote Access to Climate Simulation Data: A Challenge Problem for Data Grid Technologies"," Proceeding of the IEEE Supercomputing Conference","5","1030"
"BTierney;WJohnston;BCrowley;GHoo;CBrooks;DGunter","The NetLogger Methodology for High Performance Distributed Systems Performance Analysis"," Proceeding of IEEE High Performance Distributed Computing conference HPDC High Performance Distributed Computing Symposium LBNL viewgraphs","5","1031"
